      13.7339  1.37748e+15
      14.3039  1.23832e+15

      0.00000      0.00000
      4.48388  2.22865e+13
      4.95388  4.54412e+13
      5.48388  7.39263e+13
      6.08388  1.41550e+14
      6.88388  2.05699e+14
      7.48388  2.69004e+14
      8.04388  4.16774e+14
      8.92388  5.16421e+14
      9.65388  6.03855e+14
      10.2839  7.22986e+14
      10.9639  7.92407e+14
      11.7639  1.10998e+15
      12.8939  1.00477e+15
      13.0939  1.12492e+15
      13.4939  1.09737e+15
      13.9739  1.15783e+15

      0.00000      0.00000
      4.48388  2.16248e+13
      4.88388  4.88772e+13
      5.59388  9.12155e+13
      6.52388  1.35043e+14
      6.87388  1.95853e+14
      7.44388  2.74630e+14
      8.18388  3.63044e+14
      8.75388  4.58478e+14
      9.38388  5.92347e+14
      10.1539  6.88614e+14
      10.7739  7.21697e+14
      11.2839  9.30922e+14
      12.2839  9.93733e+14
      12.9539  1.07877e+15
      13.5739  1.53161e+15
      14.9939  1.35453e+15

      0.00000      0.00000
      4.48388  2.22539e+13
      4.90388  5.03987e+13
      5.65388  8.90070e+13
      6.37388  1.38999e+14
      6.93388  1.86113e+14
      7.28388  2.65947e+14
      7.99388  3.65693e+14
      8.69388  5.00999e+14
      9.50388  6.37055e+14
      10.5239  7.37813e+14
      11.1139  8.16623e+14
      11.7939  8.90912e+14
      12.2339  1.00473e+15
      13.0239  1.04458e+15
      13.3739  1.23693e+15
      14.0939  1.31791e+15

      0.00000      0.00000
      4.48388  2.16565e+13
      4.97388  4.84022e+13
      5.59388  8.94893e+13
      6.39388  1.36629e+14
      6.84388  2.14208e+14
      7.42388  2.75505e+14
      8.11388  4.22714e+14
      9.12388  4.95900e+14
      9.79388  6.68213e+14
      10.3839  7.74985e+14
      11.3039  8.44412e+14
      11.8539  1.21334e+15
      13.1139  1.07895e+15
      13.3839  1.07475e+15
      13.5239  1.09841e+15
      13.7939  1.32011e+15

      0.00000      0.00000
      4.48388  2.20585e+13
      5.02388  4.50103e+13
      5.34388  8.05237e+13
      6.13388  1.28118e+14
      6.68388  2.09279e+14
      7.53388  2.85048e+14
      8.29388  3.84800e+14
      8.89388  4.67569e+14
      9.57388  6.12054e+14
      10.3239  7.38031e+14
      11.0939  8.75881e+14
      11.7339  1.06028e+15
      12.5339  1.17475e+15
      13.3639  1.20772e+15
      13.7639  1.14950e+15
      14.1139  1.31474e+15

      0.00000      0.00000
      4.48388  2.37757e+13
      5.06388  4.85634e+13
      5.65388  7.82544e+13
      6.04388  1.48690e+14
      7.21388  2.14660e+14
      7.72388  2.93074e+14
      8.19388  3.98476e+14
      8.77388  4.67696e+14
      9.46388  5.99489e+14
      10.1839  8.29893e+14
      11.2939  7.37574e+14
      11.5439  1.00513e+15
      12.5439  1.02987e+15
      13.0939  1.58140e+15
      15.2539  1.50129e+15
      15.4539  1.53627e+15

      0.00000      0.00000
      4.48388  2.10721e+13
      4.95388  4.96390e+13
      5.64388  9.66520e+13
      6.48388  1.33110e+14
      6.84388  1.90644e+14
      7.35388  2.99181e+14
      8.20388  3.95149e+14
      8.96388  4.82800e+14
      9.63388  6.24949e+14
      10.4239  7.74173e+14
      11.3139  8.79384e+14
      12.0239  1.22161e+15
      13.0839  1.04603e+15
      13.2039  1.06741e+15
      13.4939  1.14453e+15
      14.0639  1.21863e+15

      0.00000      0.00000
      4.48388  2.08389e+13
      4.88388  4.81245e+13
      5.52388  8.89086e+13
      6.39388  1.50764e+14
      7.12388  2.12849e+14
      7.68388  2.90942e+14
      8.44388  3.80790e+14
      8.91388  4.79247e+14
      9.61388  6.64137e+14
      10.3639  8.27636e+14
      11.2739  8.16646e+14
      11.8039  9.68735e+14
      12.5539  9.93679e+14
      13.1539  1.12889e+15
      13.9839  1.20325e+15
      14.4939  1.28065e+15

      0.00000      0.00000
      4.48388  2.07997e+13
      4.92388  4.95154e+13
      5.60388  8.95634e+13
      6.39388  1.48836e+14
      7.23388  2.06805e+14
      7.57388  2.80524e+14
      8.18388  3.98003e+14
      9.06388  5.27361e+14
      9.76388  6.30407e+14
      10.5139  8.06199e+14
      11.5139  9.01271e+14
      12.1239  1.02934e+15
      12.4739  9.59648e+14
      12.7139  1.00382e+15
      13.1839  1.04583e+15
      13.5139  1.12422e+15

      0.00000      0.00000
      4.48388  2.32890e+13
      4.96388  4.64824e+13
      5.53388  8.52903e+13
      6.25388  1.44008e+14
      7.14388  2.29135e+14
      7.76388  2.71921e+14
      8.18388  3.79097e+14
      8.92388  5.36752e+14
      9.84388  7.23803e+14
      10.7039  7.62492e+14
      11.3039  8.86321e+14
      12.1239  1.02194e+15
      12.7839  1.16302e+15
      13.3839  1.16669e+15
      13.6539  1.19584e+15
      14.3339  1.19204e+15

      0.00000      0.00000
      4.48388  2.35278e+13
      4.97388  4.41744e+13
      5.43388  8.92054e+13
      6.37388  1.37049e+14
      6.84388  2.10867e+14
      7.63388  2.96525e+14
      8.21388  3.87111e+14
      8.91388  5.21239e+14
      9.69388  6.30797e+14
      10.4539  7.37960e+14
      11.0739  7.90957e+14
      11.7439  1.04682e+15
      12.5439  1.00723e+15
      13.0039  1.07398e+15
      13.7139  1.23593e+15
      14.1139  1.33974e+15

      0.00000      0.00000
      4.48388  2.26250e+13
      4.92388  4.92000e+13
      5.60388  8.37507e+13
      6.17388  1.58539e+14
      7.17388  2.08027e+14
      7.68388  3.25427e+14
      8.38388  3.93593e+14
      9.03388  4.69425e+14
      9.51388  6.12084e+14
      10.3439  7.62640e+14
      11.1839  9.72166e+14
      12.1639  9.90373e+14
      12.6139  1.04560e+15
      12.8639  1.02449e+15
      13.4439  1.12436e+15
      14.1939  1.22155e+15

      0.00000      0.00000
      4.48388  2.26634e+13
      4.96388  4.50863e+13
      5.49388  8.14220e+13
      6.10388  1.39375e+14
      6.83388  1.97930e+14
      7.40388  2.75645e+14
      8.09388  3.61374e+14
      8.67388  4.05365e+14
      9.04388  5.98382e+14
      10.1139  7.83723e+14
      11.1939  9.33741e+14
      11.9539  1.01684e+15
      12.6139  1.02513e+15
      13.0539  1.06723e+15
      13.5839  1.25892e+15
      14.1539  1.38365e+15

      0.00000      0.00000
      4.48388  2.08856e+13
      4.92388  5.26102e+13
      5.61388  8.65453e+13
      6.32388  1.40567e+14
      7.05388  2.23700e+14
      7.67388  2.77202e+14
      8.15388  4.18529e+14
      9.02388  4.79770e+14
      9.63388  6.12724e+14
      10.2939  7.34819e+14
      11.1439  9.43178e+14
      11.9839  8.98374e+14
      12.4439  1.36207e+15
      13.9539  1.19200e+15
      14.3039  1.22638e+15
      14.7139  1.26169e+15

      0.00000      0.00000
      4.48388  2.21501e+13
      4.98388  5.39085e+13
      5.69388  8.77064e+13
      6.32388  1.60972e+14
      7.27388  2.18620e+14
      7.91388  2.83685e+14
      8.29388  4.04580e+14
      8.83388  4.77716e+14
      9.56388  6.76904e+14
      10.4439  7.15169e+14
      10.9939  7.86588e+14
      11.5539  9.10568e+14
      12.2639  1.17608e+15
      13.4839  1.13944e+15
      13.9239  1.31176e+15
      14.4939  1.43201e+15

      0.00000      0.00000
      4.48388  2.27125e+13
      4.90388  4.72172e+13
      5.62388  7.67615e+13
      6.14388  1.35734e+14
      6.79388  2.10473e+14
      7.42388  2.79852e+14
      8.15388  3.80072e+14
      8.82388  4.79871e+14
      9.64388  6.93785e+14
      10.6039  7.49890e+14
      11.3939  8.20063e+14
      11.8139  1.25804e+15
      13.2339  1.06874e+15
      13.4239  1.15114e+15
      13.9639  1.21525e+15
      14.5539  1.40098e+15

      0.00000      0.00000
      4.48388  2.22480e+13
      4.97388  4.91776e+13
      5.46388  8.36916e+13
      6.14388  1.36097e+14
      6.80388  2.05220e+14
      7.49388  2.80524e+14
      8.15388  4.17849e+14
      8.99388  4.90004e+14
      9.73388  6.39569e+14
      10.4939  8.07058e+14
      11.5039  8.58577e+14
      11.9839  1.03585e+15
      12.6739  1.01020e+15
      13.0039  1.01859e+15
      13.3839  1.15667e+15
      14.2239  1.23948e+15

      0.00000      0.00000
      4.48388  2.42010e+13
      5.01388  5.10629e+13
      5.54388  8.90734e+13
      6.44388  1.45346e+14
      7.23388  2.20836e+14
      7.88388  2.88239e+14
      8.48388  3.61175e+14
      8.76388  4.86745e+14
      9.64388  6.12400e+14
      10.3339  7.26831e+14
      11.0439  8.16234e+14
      11.8139  1.03938e+15
      12.4839  1.02609e+15
      13.1339  1.02068e+15
      13.3139  1.10867e+15
      14.0339  1.30479e+15

      0.00000      0.00000
      4.48388  2.32913e+13
      5.04388  4.68505e+13
      5.51388  8.54292e+13
      6.29388  1.33404e+14
      6.76388  2.00291e+14
      7.41388  2.68490e+14
      8.01388  4.05334e+14
      8.81388  5.18371e+14
      9.63388  6.27431e+14
      10.5139  7.28275e+14
      11.0039  1.03081e+15
      12.1939  9.62499e+14
      12.5239  1.02010e+15
      13.0939  1.09457e+15
      13.7239  1.12010e+15
      14.1439  1.36459e+15

      0.00000      0.00000
      4.48388  2.14789e+13
      4.94388  4.84403e+13
      5.61388  8.37977e+13
      6.16388  1.39273e+14
      6.89388  2.09043e+14
      7.58388  3.02499e+14
      8.32388  3.90562e+14
      8.99388  4.87540e+14
      9.68388  6.25959e+14
      10.4139  7.40612e+14
      11.0639  9.10331e+14
      12.2339  9.55542e+14
      12.4439  1.16510e+15
      13.7239  1.14646e+15
      13.9739  1.27177e+15
      14.7339  1.29941e+15

      0.00000      0.00000
      4.48388  2.08633e+13
      4.90388  4.87706e+13
      5.57388  8.96314e+13
      6.23388  1.41185e+14
      6.93388  1.94906e+14
      7.36388  2.78241e+14
      8.08388  3.81462e+14
      8.86388  4.74889e+14
      9.60388  6.67866e+14
      10.4139  6.79953e+14
      10.9139  7.89099e+14
      11.6639  1.04905e+15
      12.3539  9.80799e+14
      12.9139  1.09322e+15
      13.6939  1.11937e+15
      13.8839  1.16355e+15

      0.00000      0.00000
      4.48388  2.13299e+13
      4.89388  5.27754e+13
      5.58388  9.11795e+13
      6.47388  1.48476e+14
      7.36388  2.09378e+14
      7.65388  2.94737e+14
      8.46388  4.01364e+14
      8.87388  5.02176e+14
      9.81388  6.79166e+14
      10.5339  8.49166e+14
      11.4339  9.04571e+14
      12.1439  9.48294e+14
      12.4439  9.65677e+14
      12.8539  1.08183e+15
      13.6839  1.27740e+15
      14.2139  1.26011e+15

      0.00000      0.00000
      4.48388  2.10554e+13
      4.86388  5.00270e+13
      5.69388  8.44415e+13
      6.26388  1.41198e+14
      6.98388  2.23745e+14
      7.68388  2.76292e+14
      8.13388  4.25377e+14
      9.04388  4.85902e+14
      9.46388  5.95572e+14
      10.2039  8.44898e+14
      11.4039  8.51046e+14
      11.9239  1.21127e+15
      13.1139  1.10554e+15
      13.4739  1.13049e+15
      14.1439  1.22294e+15
      14.4339  1.26780e+15
