      0.00000      0.00000
      4.48388  2.11908e+13
      4.95388  4.69272e+13
      5.56388  8.42735e+13
      6.14388  1.42461e+14
      6.81388  2.43923e+14
      7.92388  3.20022e+14
      8.46388  4.76868e+14
      9.54388  5.82585e+14
      10.1539  7.79098e+14
      10.8739  9.78185e+14
      12.3439  1.13596e+15
      12.7139  1.41766e+15
      13.4839  1.44310e+15
      14.1139  1.63841e+15
      15.0339  1.75770e+15
      15.7639  1.81504e+15

      0.00000      0.00000
      4.48388  2.17381e+13
      4.91388  4.62009e+13
      5.47388  8.56928e+13
      6.20388  1.24014e+14
      6.83388  2.16509e+14
      7.53388  2.79226e+14
      8.21388  3.90409e+14
      8.94388  4.90932e+14
      9.74388  6.24501e+14
      10.4239  8.73913e+14
      11.6939  9.52419e+14
      12.2139  1.10433e+15
      12.6139  9.51597e+14
      12.8639  1.01875e+15
      13.4239  1.12416e+15
      14.0839  1.48061e+15

      0.00000      0.00000
      4.48388  2.17719e+13
      5.00388  4.68789e+13
      5.65388  8.37999e+13
      6.21388  1.33229e+14
      6.74388  1.97350e+14
      7.33388  3.03101e+14
      8.22388  3.93047e+14
      8.98388  5.21916e+14
      9.66388  6.73660e+14
      10.4339  6.87548e+14
      10.8539  9.76741e+14
      12.2239  1.04685e+15
      12.7839  1.10466e+15
      13.4439  1.11498e+15
      13.7339  1.14752e+15
      14.0139  1.31939e+15

      0.00000      0.00000
      4.48388  2.15937e+13
      4.96388  4.87211e+13
      5.60388  8.67730e+13
      6.25388  1.35238e+14
      6.79388  2.24180e+14
      7.66388  3.03638e+14
      8.40388  3.88613e+14
      8.93388  4.67378e+14
      9.48388  6.84563e+14
      10.4739  6.83937e+14
      10.8339  9.77664e+14
      12.2839  9.50096e+14
      12.4139  9.50387e+14
      12.7139  1.00052e+15
      13.3439  1.15092e+15
      14.1439  1.30198e+15

      0.00000      0.00000
      4.48388  2.25668e+13
      4.92388  5.03027e+13
      5.68388  8.08487e+13
      6.08388  1.59161e+14
      7.18388  2.02300e+14
      7.53388  2.81666e+14
      8.23388  3.98352e+14
      9.02388  5.04693e+14
      9.58388  6.16429e+14
      10.3239  6.96076e+14
      10.8339  6.92037e+14
      11.2439  8.59893e+14
      12.0739  1.00493e+15
      12.6339  1.02004e+15
      13.3539  1.09358e+15
      13.8639  1.16825e+15

      0.00000      0.00000
      4.48388  2.15280e+13
      5.00388  5.30975e+13
      5.66388  8.64663e+13
      6.29388  1.41736e+14
      7.01388  2.16359e+14
      7.76388  2.85705e+14
      8.35388  3.91597e+14
      8.96388  4.77025e+14
      9.55388  6.33275e+14
      10.5639  6.96677e+14
      10.8939  8.90999e+14
      11.8339  9.82000e+14
      12.5539  9.61726e+14
      12.8339  1.04063e+15
      13.4539  1.10189e+15
      13.8939  1.39513e+15

      0.00000      0.00000
      4.48388  2.26704e+13
      5.15388  5.28034e+13
      5.52388  8.47150e+13
      6.24388  1.28907e+14
      6.69388  2.06846e+14
      7.31388  2.74360e+14
      8.07388  3.84907e+14
      8.84388  4.72170e+14
      9.50388  6.20446e+14
      10.3439  7.63976e+14
      11.2239  9.55677e+14
      12.0739  9.76194e+14
      12.4939  1.01271e+15
      13.1039  1.18243e+15
